"DATE_NAME","GEOGRAPHY_NAME","VARIABLE_NAME","OBS_VALUE"
"Jan 2019-Dec 2019","West Midlands","Economic activity rate - aged 16-64",77.7
"Jan 2019-Dec 2019","West Midlands","Employment rate - aged 16-64",73.9
"Jan 2019-Dec 2019","West Midlands","Unemployment rate - aged 16+",4.8
"Jan 2019-Dec 2019","East","Economic activity rate - aged 16-64",80.6
"Jan 2019-Dec 2019","East","Employment rate - aged 16-64",77.9
"Jan 2019-Dec 2019","East","Unemployment rate - aged 16+",3.2
"Jan 2019-Dec 2019","London","Economic activity rate - aged 16-64",78.1
"Jan 2019-Dec 2019","London","Employment rate - aged 16-64",74.5
"Jan 2019-Dec 2019","London","Unemployment rate - aged 16+",4.6
"Jan 2019-Dec 2019","South East","Economic activity rate - aged 16-64",82.0
"Jan 2019-Dec 2019","South East","Employment rate - aged 16-64",79.5
"Jan 2019-Dec 2019","South East","Unemployment rate - aged 16+",3.0
"Jan 2019-Dec 2019","South West","Economic activity rate - aged 16-64",81.8
"Jan 2019-Dec 2019","South West","Employment rate - aged 16-64",79.2
"Jan 2019-Dec 2019","South West","Unemployment rate - aged 16+",3.1
"Jan 2019-Dec 2019","Wales","Economic activity rate - aged 16-64",76.4
"Jan 2019-Dec 2019","Wales","Employment rate - aged 16-64",73.2
"Jan 2019-Dec 2019","Wales","Unemployment rate - aged 16+",4.1
"Jan 2019-Dec 2019","Scotland","Economic activity rate - aged 16-64",77.5
"Jan 2019-Dec 2019","Scotland","Employment rate - aged 16-64",74.8
"Jan 2019-Dec 2019","Scotland","Unemployment rate - aged 16+",3.5
